"","Song","Artist"
"1","El run run","Rosario;Estopa"
"2","Tik tok","Ke$ha"
"3","Desde cuando","Alejandro Sanz"
"4","Meet me halfway","The Black Eyed Peas"
"5","Quiero aprender de ti","El Canto del Loco"
"6","Bad romance","Lady GaGa"
"7","Fight for this love","Cheryl"
"8","We weren't born to follow","Bon Jovi"
"9","Que nadie","Manuel Carrasco;Malú"
"10","Diez minutos","Efecto Mariposa"
"11","Russian roulette","Rihanna"
"12","Cosas que suenan a...","Maldita Nerea"
"13","Ayo technology","Milow"
"14","Estuve a punto de...","Miguel Bosé"
"15","Antes de que cuente diez","Fito & Fitipaldis"
"16","Gypsy (Pop version)","Shakira;Freemasons"
"17","Sexy bitch","David Guetta;Akon"
"18","Fireflies","Owl City"
"19","Mi princesa","David Bisbal"
"20","Como una vela","Melendi"
"21","Release me","Agnes"
"22","Cry me out","Pixie Lott"
"23","La lluvia","María Villalón"
"24","Llévatelo","Antonio Orozco"
"25","Babacar","Kate Ryan"
"26","Don't tell me that it's over","Amy MacDonald"
"27","Mensajes del agua","Macaco"
"28","Sweet dreams","Beyoncé"
"29","Lady Madrid","Pereza"
"30","Stereo love","Edward Maya;Molella"
"31","I got you","Leona Lewis"
"32","Undisclosed desires","Muse"
"33","Miedo a perderte","TeenAngels"
"34","Blame it on the girls","Mika"
"35","Doesn't mean anything","Alicia Keys"
"36","Falling in love","McFly"
"37","Let's get excited","Alesha Dixon"
"38","Lucky","Jason Mraz;Colbie Caillat"
"39","Con sólo una mirada","Georgina"
"40","Get to you","James Morrison"
