"","Song","Artist"
"1","S&M","Rihanna"
"2","On the floor","Jennifer López;Pitbull"
"3","Mr. Saxobeat","Alexandra Stan"
"4","Lead the way","Carlos Jean;Electric Nana"
"5","Price tag","Jessie J;B.o.B"
"6","Just can't get enough","The Black Eyed Peas"
"7","Judas","Lady GaGa"
"8","Solamente tú","Pablo Alborán"
"9","Till the world ends","Britney Spears"
"10","Fácil","Maldita Nerea"
"11","Bumpy ride","Mohombi"
"12","Grenade","Bruno Mars"
"13","Firework","Katy Perry"
"14","Cuatro elementos","La Musicalité;El Sueño de Morfeo"
"15","More","Usher;Jimmy Joker;RedOne"
"16","Blanco y negro","Malú"
"17","Rabiosa","Shakira;El Cata"
"18","Lovelife","Kate Ryan"
"19","Lluvia al corazón","Maná"
"20","Give me everything","Pitbull;Afrojack;Nayer;Ne-Yo"
"21","Canción de amor caducada","Melendi"
"22","Party rock anthem","LMFAO;GoonRock;Laurent Bennet"
"23","The time is now","Virginia Labuat"
"24","Born this way","Lady GaGa"
"25","Tonight (I'm lovin' you)","Enrique Iglesias;DJ Frank E;Ludacris"
"26","Where them girls at","David Guetta;Flo Rida;Nicki Minaj"
"27","Lady Gaga","Zenttric"
"28","Sun is up","Inna;Play & Win"
"29","Quiero","Pignoise"
"30","Tú y yo","Ragdog"
"31","So far gone","James Blunt"
"32","Buscando el sol","El Pescao"
"33","Don't wanna go home","Jason Derülo"
"34","Siempre","La Musicalité"
"35","Higher","Taio Cruz;Kylie Minogue"
"36","Mira la vida","Dani Martín"
"37","Who's that chick?","David Guetta;Rihanna"
"38","Y mírame","Despistaos;Jorge Ruiz"
"39","Tip toeing","The Monomes"
"40","Quiero aire","Revólver"
